NID,Time,EventName,DisasterType,Lon,Lat,C_Name,T_Name,Address,situation,TOWN_ID
156510,2016-9-28 09:29,梅姬颱風,路基流失,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,秀巒村6鄰往錦路泰崗林道1公里路基坍方,1000412
156712,2016-9-28 09:15,梅姬颱風,土石崩落,121.678624,25.10527,基隆市,七堵區,基隆市七堵區,泰安產業道路(附近無門牌)邊坡土石滑落影響通行(大約位置：泰安市民農場往上走500公尺處。),1001702
156821,2016-9-28 09:06,梅姬颱風,土石崩落,120.465764,22.84847,高雄市,旗山區,高雄市旗山區中寮一路高40線,"旗山區中寮里中寮一路高40線,崑山宮牌樓前約100M至200M,土石坍方,阻斷交通,無法通行",6403000
156884,2016-9-28 09:00,梅姬颱風,道路阻斷,120.444928,22.78191,高雄市,旗山區,高雄市旗山區南勝里龍文巷42號,旗山區南勝里龍文巷42號房屋淹一半,6403000
156915,2016-9-28 08:57,梅姬颱風,土石崩落,120.472632,22.956792,高雄市,內門區,高雄市內門區旗山巷,往實踐大學方向土石崩落機車道無法通行,6403500
157007,2016-9-28 08:48,梅姬颱風,土石流,120.48527,23.322312,臺南市,白河區,臺南市白河區關嶺里172乙線碧雲寺附近,172乙線碧雲寺附近有落石土坊及樹木倒塌。,6700300
157296,2016-9-28 08:23,梅姬颱風,土石崩落,120.48527,23.322312,臺南市,白河區,臺南市白河區關嶺里175線7.5公里處,關嶺里175線7.5公里處土石滑落路面,6700300
157340,2016-9-28 08:20,梅姬颱風,道路阻斷,120.857308,23.223429,高雄市,桃源區,高雄市桃源區台20線95K,桃源區台20線95公里處道路因土石阻斷封閉,6403700
167790,2016-9-28 08:17,梅姬颱風,土石崩落,120.72694,23.715264,南投縣,竹山鎮,南投縣竹山鎮瑞竹里,瑞竹里鯉南路與麻埔農路交接口土石淤積,1000804
157393,2016-9-28 08:15,梅姬颱風,道路阻斷,120.715776,23.559799,嘉義縣,梅山鄉,嘉義縣梅山鄉太和村162線7K及162甲線49K,道路不通影響交通安全,1001015
167816,2016-9-28 08:14,梅姬颱風,土石崩落,121.5556,25.15362,臺北市,士林區,新園街75巷15號號,有土石崩落，請處理,6301100
157418,2016-9-28 08:12,梅姬颱風,道路阻斷,120.62143,23.556522,嘉義縣,梅山鄉,嘉義縣梅山鄉太平村162甲線及154線,沿線多處落石及路樹倒伏,1001015
157462,2016-9-28 08:10,梅姬颱風,道路阻斷,120.730852,23.269992,高雄市,那瑪夏區,高雄市那瑪夏區,1、台29線那瑪夏往甲仙段土石崩落造成道路封閉。2、台29線那瑪夏往達卡努瓦里處也因土石崩落造成道路封閉。,6403800
157470,2016-9-28 08:09,梅姬颱風,邊坡坍方,120.759362,24.223842,臺中市,豐原區,臺中市豐原區東陽路清谷巷3號,土石坍方無法通行，且停電,6600900
157487,2016-9-28 08:07,梅姬颱風,邊坡坍方,121.155639,24.083808,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線23k處坍方，車輛無法通行。,1000813
157620,2016-9-28 07:53,梅姬颱風,邊坡坍方,120.674164,23.542069,嘉義縣,梅山鄉,嘉義縣梅山鄉瑞里村4鄰及7鄰,村里道路坍方無法通行,1001015
157673,2016-9-28 07:48,梅姬颱風,邊坡坍方,120.420293,22.917692,高雄市,內門區,高雄市內門區內東里,內門區內東里-高182市道過7號橋(30.8K)邊坡土石滑落，道路不通，造成交通中斷。,6403500
157691,2016-9-28 07:47,梅姬颱風,土石崩落,120.386914,22.744877,高雄市,大社區,高雄市大社區大同路,"高雄市大社區大同路邊坡土石崩落,已派開口合約廠商處理",6401600
157701,2016-9-28 07:46,梅姬颱風,邊坡坍方,120.662817,22.525366,屏東縣,來義鄉,屏東縣來義鄉義林村發東東附近,本鄉義林村發咚咚附近(二丰圳水源頭)邊坡蛇籠遭沖毀長約30公尺河水蔓延至道路,1001330
167906,2016-9-28 07:42,梅姬颱風,路基流失,121.4993,25.03622,臺北市,萬華區,三水街西園路口,自來水廠挖洞未補平,6300700
157748,2016-9-28 07:40,梅姬颱風,土石崩落,121.127396,24.673475,新竹縣,橫山鄉,新竹縣橫山鄉南昌村4鄰18-2號,新竹縣橫山鄉南昌村薯園道路約3.2KM附近崩塌致道路中斷,1000408
157774,2016-9-28 07:37,梅姬颱風,路基流失,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,"石磊道路3k+400處坍方路基完全流失,長度約50公尺,道路中斷人車完全無法通行.影響4個部落150戶居民,約450人.懇請盡速派財政及主計及原住民族行政處等單位前往現勘.",1000412
157806,2016-9-28 07:33,梅姬颱風,土石崩落,120.354465,23.052705,臺南市,新化區,臺南市新化區羊林里羊子寮6號,臺南市新化區羊林里羊子寮6號邊坡塌陷致路面,6701800
157844,2016-9-28 07:26,梅姬颱風,道路阻斷,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,  ==================== 秀巒往田埔方向29公里處，有兩處坍方，人車無法通行 ,1000412
157861,2016-9-28 07:25,梅姬颱風,路基流失,121.282099,24.5963,新竹縣,尖石鄉,新竹縣尖石鄉,  ==================== 玉峰往石磊4k處 ,1000412
168011,2016-9-28 06:59,梅姬颱風,邊坡坍方,121.5182,25.14289,臺北市,北投區,泉源路-惇敘工商,惇敘工商至鼎筆橋落石 及路樹傾倒影響通行,6301200
168039,2016-9-28 06:36,梅姬颱風,邊坡坍方,121.5052,25.1386,臺北市,北投區,泉源路十八份產業道路0K+50,落石影響通行,6301200
158104,2016-9-28 06:28,梅姬颱風,土石流,120.335288,23.036076,臺南市,新化區,臺南市新化區山腳里溪湖靈隱寺,西湖靈隱寺(自168線出入往尖山方向)，有土石掩埋道路，民眾無法出入。,6701800
158193,2016-9-28 05:57,梅姬颱風,土石崩落,120.461093,22.832128,高雄市,旗山區,高雄市旗山區新光里13鄰後厝巷13號,里長打電話反映後厝巷後方大片土石崩落,6403000
158260,2016-9-28 04:48,梅姬颱風,土石崩落,120.47234,22.875912,高雄市,旗山區,高雄市旗山區竹寮巷,東平里竹寮巷(靠近旗山地景橋處)高113號道路，已經有土石崩落，目前整條道路已經無法通行，請養工處派大型機具予以清通,6403000
158270,2016-9-28 04:40,梅姬颱風,土石崩落,120.465764,22.84847,高雄市,旗山區,高雄市旗山區中寮一路,新光里里長陳里長來電表示，里內中寮山地區土石崩落，阻礙交通 ,6403000
158463,2016-9-28 02:10,梅姬颱風,邊坡坍方,120.4601,23.350447,臺南市,白河區,臺南市白河區,民眾電話通報麒麟隧道附近土石崩塌阻路，可通行寬度不足一個車道寬,6700300
158673,2016-9-28 00:42,梅姬颱風,邊坡坍方,120.583363,23.012243,高雄市,杉林區,高雄市杉林區集來里,集來中庄產業道路崩塌,6403400
159479,2016-9-27 22:44,梅姬颱風,土石流,121.517076,24.094354,花蓮縣,秀林鄉,花蓮縣秀林鄉,依據水保局第8報通報單，秀林鄉25條.光復鄉18條.豐濱鄉16條.鳳林鎮9條，共68條潛勢西劉發佈黃色警戒，秀林鄉富世村2條潛勢溪流紅色警戒，通知鄉鎮公所疏散撤離。,1001511
159565,2016-9-27 22:36,梅姬颱風,路基流失,121.340356,24.838134,桃園市,復興區,桃園市復興區三民里17鄰72號,三民里17鄰72號前路基掏空 16:50先行撤離周邊住戶，共4戶14人，後續提報災害復建工程,6801300
160722,2016-9-27 21:00,梅姬颱風,道路阻斷,120.207184,23.719189,雲林縣,臺西鄉,雲林縣臺西鄉崙豐路與信義路口,路上掉落大量瓦片影響交通安全,1000916
161497,2016-9-27 20:12,梅姬颱風,道路阻斷,120.937884,24.466097,苗栗縣,泰安鄉,苗栗縣泰安鄉錦水村,一、苗62線萊爾富往文物館延線有小落石。二、泰安觀止往龍山部落延線馬路有樹枝,1000518
161579,2016-9-27 20:07,梅姬颱風,邊坡坍方,121.067656,24.669005,新竹縣,北埔鄉,新竹縣北埔鄉外坪村,竹37線13.5公里處土石坍方,1000409
147018,2016-9-27 19:49,梅姬颱風,土石流,121.05278,24.680142,新竹縣,北埔鄉,新竹縣北埔鄉南坑村,竹37線冷泉瀑布土石坍方,1000409
147699,2016-9-27 19:03,梅姬颱風,土石流,121.321936,24.34827,臺中市,和平區,臺中市和平區平等里,平等里中興路一段與武陵路口有土石流發生，已將周邊住戶暫時安置在武陵國民賓館，也已通報谷關工務段搶修。,6602900
147932,2016-9-27 18:46,梅姬颱風,邊坡坍方,120.919624,24.522807,苗栗縣,獅潭鄉,苗栗縣獅潭鄉,苗22線10.5K處道路坍方，阻礙交通,1000517
161920,2016-9-27 18:34,梅姬颱風,土石崩落,121.374235,24.695024,桃園市,復興區,桃園市復興區高義里中高義部落,中高義部落下方500公尺處，邊坡坍塌,6801300
148155,2016-9-27 18:30,梅姬颱風,道路阻斷,121.123572,24.645099,新竹縣,五峰鄉,新竹縣五峰鄉大隘村,大隘村幹事於18：20分通報大隘嵾通往第二公墓道路中斷 請本所處理,1000413
148808,2016-9-27 17:50,梅姬颱風,土石崩落,120.886087,24.44461,苗栗縣,大湖鄉,苗栗縣大湖鄉富興村,苗62線3.9公里往清安老街入口處落石，民眾必須從外環通行,1000508
150133,2016-9-27 16:45,梅姬颱風,道路阻斷,121.541658,24.544504,宜蘭縣,大同鄉,宜蘭縣員山鄉台七線108.5K往粗坑方向,落石影響通行,1000211
162157,2016-9-27 16:30,梅姬颱風,土石崩落,121.374235,24.695024,桃園市,復興區,桃園市復興區高義里,榮華派出所前坍方，道路中斷,6801300
150428,2016-9-27 16:29,梅姬颱風,道路阻斷,120.676365,23.845686,南投縣,名間鄉,南投縣名間鄉,本鄉中山國小、名崗國小前路樹倒塌至路中間阻礙交通，請協助派員處理，謝謝。,1000806
150752,2016-9-27 16:09,梅姬颱風,道路阻斷,119.53125,23.632573,澎湖縣,西嶼鄉,澎湖縣西嶼鄉合界村,合界和竹灣城間入口，三色號誌燈快要掉落。,1001604
150891,2016-9-27 16:01,梅姬颱風,土石崩落,121.517076,24.094354,花蓮縣,秀林鄉,花蓮縣秀林鄉,秀林鄉銅門二號落石影響交通,1001511
151148,2016-9-27 15:45,梅姬颱風,路基流失,121.5146,25.0896,桃園市,,龜山區光峰路2之1號,案件編號:00423020主旨:路基掏空內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映龜山區光峰路2之1號對面，漢堡大師門口馬路邊有洞，雨水沖刷有路基掏空的現象，民眾擔心會坍塌，煩請相關單位協處。,#N/A
151322,2016-9-27 15:36,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,竹122縣31k全線中斷無法通行(約五指山附近),1000413
151482,2016-9-27 15:27,梅姬颱風,邊坡坍方,121.074633,24.720937,新竹縣,竹東鎮,新竹縣竹東鎮南清公路28.5公里處邊坡坍方,新竹縣竹東鎮南清公路28.5公里處邊坡坍方,1000402
152279,2016-9-27 14:46,梅姬颱風,路基流失,120.211938,22.988605,臺南市,東區,臺南市東區大同路及林森路 路口,路口人行道有地基下陷   約臉盆大 ==================== 臺南市東區路東里林森路一段1號(拉麵店旁行人穿越道)路面地基下陷 ,6703200
152468,2016-9-27 14:38,梅姬颱風,道路阻斷,121.157613,24.080242,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線14.5k處土石坍方,1000813
152823,2016-9-27 14:22,梅姬颱風,邊坡坍方,121.136713,23.961156,南投縣,仁愛鄉,南投縣仁愛鄉親愛村,親愛村往奧萬大聯絡道6.5k處土石坍方,1000813
155151,2016-9-27 12:00,梅姬颱風,土石崩落,121.273912,24.598281,新竹縣,尖石鄉,新竹縣尖石鄉尖石竹60-1線7k處(落石坍方)," 因持續有零星落石掉落,建議先行封路以維護民眾生命財產安全.",1000412
155177,2016-9-27 11:57,梅姬颱風,道路阻斷,121.104183,24.668137,新竹縣,竹東鎮,新竹縣竹東南清公路鎮軟橋27.6公里處,1.新竹縣竹東南清公路鎮軟橋27.6公里處，邊坡有落石，目前只能單向通車。 2.已通報縣府養護科處理。 3.12：20上坪所回報：已先將石頭移至路邊並置放三角錐及警戒線，後續請養護科協助。,1000402
155191,2016-9-27 11:56,梅姬颱風,邊坡坍方,121.273912,24.598281,新竹縣,尖石鄉,新竹縣尖石鄉下田埔道路(崩塌), 目前因線廠風強雨勢大.等雨勢趨緩後立即前往清除.,1000412
155267,2016-9-27 11:48,梅姬颱風,道路阻斷,121.309147,24.180153,花蓮縣,秀林鄉,花蓮縣秀林鄉富世村,台14甲線42k處土石坍方,1001511
155377,2016-9-27 11:37,梅姬颱風,道路阻斷,121.276102,24.228651,南投縣,仁愛鄉,南投縣仁愛鄉榮興村,台8線106k處土石坍方,1000813
155384,2016-9-27 11:36,梅姬颱風,土石崩落,120.688335,22.669456,屏東縣,瑪家鄉,屏東縣瑪家鄉,屏35線往北葉國小道路邊坡崩落坍坊，請派員處理,1001328
146253,2016-9-27 11:25,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,竹林村忠興第1部落坍方,1000413
155501,2016-9-27 11:16,梅姬颱風,邊坡坍方,121.203146,24.181895,南投縣,仁愛鄉,南投縣仁愛鄉翠華村,翠華村華岡水源地農路1.8k處坍方。,1000813
146372,2016-9-27 11:11,梅姬颱風,道路阻斷,121.149845,24.053675,南投縣,仁愛鄉,南投縣仁愛鄉大同村,投89線力行產業道路4k處土石流。,1000813
146387,2016-9-27 11:09,梅姬颱風,道路阻斷,120.921051,24.471049,苗栗縣,泰安鄉,苗栗縣泰安鄉八卦村,"八卦聯絡道星宿露營區旁上邊坡土石滑落,目前單向通行",1000518
146402,2016-9-27 11:06,梅姬颱風,道路阻斷,120.942383,24.359204,苗栗縣,泰安鄉,苗栗縣泰安鄉象鼻村,"象鼻村大安聯絡道路象鼻吊橋落石,車輛無法通行,己責成廠商前往清除",1000518
146734,2016-9-27 10:01,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,竹122縣34.3K坍方,1000413
162612,2016-9-27 10:01,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,竹122縣34.3K坍方 ==================== 竹122縣34.3K坍方 ,1000413
146818,2016-9-27 09:45,梅姬颱風,道路阻斷,121.065313,24.672556,新竹縣,北埔鄉,新竹縣北埔鄉,已納入災害搶修搶險工程開口契約辦理.,1000409
146826,2016-9-27 09:41,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,竹122縣34.3K坍方,1000413
146861,2016-9-27 09:27,梅姬颱風,邊坡坍方,121.371546,24.807266,桃園市,復興區,桃園市復興區霞雲里,07:00桃112線1.3km處再次落石，僅單向通行。,6801300
162616,2016-9-27 09:26,梅姬颱風,路基流失,120.947562,24.819581,新竹市,北區,新竹市北區南隘路二段109號對面,路面掏空,1001802
146871,2016-9-27 09:24,梅姬颱風,路基流失,121.267412,23.130918,花蓮縣,富里鄉,花蓮縣富里鄉豐南村14鄰27之1號,花82線道路上下邊坡均有滑落情形,1001510
146916,2016-9-27 09:10,梅姬颱風,邊坡坍方,121.382167,24.789832,桃園市,復興區,桃園市復興區義盛里,義盛里7鄰部落和平橋前土石滑落，影響里民通行。影響住戶1戶2人。,6801300
146933,2016-9-27 09:02,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,和平仙湖露營區附近人車無法通過,1000413
146936,2016-9-27 09:00,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,南清道路37.5k落石,1000413
146948,2016-9-27 08:57,梅姬颱風,土石流,121.139316,24.584118,新竹縣,五峰鄉,新竹縣五峰鄉,茅圃產業道路(涼山道)落石坍方,1000413
146120,2016-9-27 00:46,梅姬颱風,路基流失,121.4977,25.02033,臺北市,萬華區,萬大路456號,該處有2個坑洞,6300700
146172,2016-9-26 20:20,梅姬颱風,邊坡坍方,121.371675,24.807538,桃園市,復興區,桃園市復興區霞雲里,112線1.2km處落石土石崩落僅單向通行。 ==================== 桃112線清龍谷土石崩落，影響交通僅單向通行。 ,6801300
146200,2016-9-26 16:43,梅姬颱風,路基流失,120.407228,23.657446,雲林縣,大埤鄉,雲林縣大埤鄉聯美村聯美大橋附近聯美堤防,大埤鄉聯美村聯美堤防上方道路發現掏空一處，堤防里程2K*700，面積約1平方公尺，深度約2公尺。本所已做警示設施，已通知五河局辦理改善。第五河川局於9月26日下午9時30分左右已填補路面完成，,1000908
