NID,Time,EventName,DisasterType,DisasterSubType,Coordinate,Lon,Lat,C_Name,T_Name,Address,situation,DeathNo,MissingNo,InjuredNo,TrappedNo,ShelterNo,CaseStatus,GeometryType,SourceType,CaseInformer,nTWD97_X,nTWD97_Y,WriteDateTime
168774,2016-9-29 10:17,梅姬颱風,基礎設施災情,電力停電,"120.237628,22.854787",120.237628,22.854787,高雄市,路竹區  ,高雄市路竹區竹滬里華正路84-75號,高雄市路竹區竹滬里華正路84-75號停電,0,0,0,0,0,待處理,點,災情查報WEB,,171762.53,2528405.58,42642.94097
168775,2016-9-29 10:16,梅姬颱風,基礎設施災情,電力停電,"120.283197,22.873546",120.283197,22.873546,高雄市,路竹區  ,高雄市路竹區環球路199巷100號,高雄市路竹區環球路199巷100號停電,0,0,0,0,0,待處理,點,災情查報WEB,,176449.27,2530459.45,42642.94097
168782,2016-9-29 10:10,梅姬颱風,基礎設施災情,電力停電,"120.513500415783,24.1188125661307",120.5135,24.118813,彰化縣,和美鎮  ,彰化縣和美鎮湖內里彰新路6段689巷、北安路、北溪路、湖竹路32號、興工路260號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,200547.9,2668267.17,42642.94097
168786,2016-9-29 10:08,梅姬颱風,基礎設施災情,電力停電,"120.402647,22.659834",120.402647,22.659834,高雄市,鳥松區  ,高雄市鳥松區華美里北平路90號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,188610.82,2506739.64,42642.94097
168788,2016-9-29 10:07,梅姬颱風,基礎設施災情,電信停話,"120.238952807074,22.7739507664101",120.238953,22.773951,高雄市,彌陀區  ,高雄市彌陀區山霸煙路魚塭(彌陀加油站往岡山方向),魚塭電話(6179464)停話,0,0,0,0,0,待處理,點,災情查報WEB,,171852.39,2519453.31,42642.94097
168793,2016-9-29 10:03,梅姬颱風,基礎設施災情,電力停電,"120.227644,22.850764",120.227644,22.850764,高雄市,路竹區  ,高雄市路竹區大公路372巷60弄6-1號,大公路372巷60弄6-1號附近停電,0,0,0,0,0,待處理,點,災情查報WEB,,170735.56,2527965.41,42642.94097
168797,2016-9-29 09:56,梅姬颱風,基礎設施災情,電力停電,"120.228293,22.847446",120.228293,22.847446,高雄市,路竹區  ,高雄市路竹區新達里下甲路48號,下甲路48號對面電箱損毀,0,0,0,0,0,待處理,點,災情查報WEB,,170800.25,2527597.64,42642.94097
162623,2016-9-29 09:51,梅姬颱風,基礎設施災情,電力停電,"120.279058,22.831997",120.279058,22.831997,高雄市,路竹區  ,高雄市路竹區三爺里民族路251巷,三爺里民族路251巷大埤高分67?後全部都??,0,0,0,0,0,待處理,點,災情查報WEB,,176002.07,2525860.51,42642.41667
162630,2016-9-29 09:40,梅姬颱風,基礎設施災情,電力停電,"120.24518,22.885363",120.24518,22.885363,高雄市,湖內區  ,高雄市湖內區中山路一段451之1號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,172554.92,2531787.52,42642.41667
162636,2016-9-29 09:34,梅姬颱風,基礎設施災情,電力停電,"120.246083,22.885343",120.246083,22.885343,高雄市,湖內區  ,高雄市湖內區中山路一段236至254　號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,172647.56,2531784.83,42642.41667
162641,2016-9-29 09:26,梅姬颱風,基礎設施災情,電力停電,"120.222719,22.899108",120.222719,22.899108,高雄市,湖內區  ,高雄市湖內區圍子內段3195地號旁,電線起火花,0,0,0,0,0,待處理,點,災情查報WEB,,170258.34,2533321.6,42642.41667
162643,2016-9-29 09:25,梅姬颱風,基礎設施災情,電力停電,"120.471213,24.131202",120.471213,24.131202,彰化縣,線西鄉  ,彰化縣線西鄉校前街,停電,0,0,0,0,0,待處理,點,災情查報WEB,,196254.54,2669654.89,42642.41667
162644,2016-9-29 09:24,梅姬颱風,基礎設施災情,電信停話,"120.380355,22.749747",120.380355,22.749747,高雄市,大社區  ,高雄市大社區嘉誠里桶寮巷,嘉誠里侯景耀里長、蘇傳能里幹事通報，本區嘉誠里桶寮巷8號沿線電信電線掉落，請權管單位派員修繕。（電線桿號碼保嘉支83左分13）,0,0,0,0,0,待處理,點,災情查報WEB,,186361.41,2516705.39,42642.41667
162645,2016-9-29 09:20,梅姬颱風,基礎設施災情,電力停電,"120.224386,22.891499",120.224386,22.891499,高雄市,湖內區  ,高雄市湖內區和平路48號,附近有些住戶尚未復電,0,0,0,0,0,待處理,點,災情查報WEB,,170424.92,2532478.09,42642.41667
162651,2016-9-29 09:12,梅姬颱風,基礎設施災情,電力停電,"120.49042,24.127746",120.49042,24.127746,彰化縣,和美鎮  ,彰化縣和美鎮好修里和港路,停電,0,0,0,0,0,待處理,點,災情查報WEB,,198205.36,2669264.9,42642.41667
162655,2016-9-29 09:09,梅姬颱風,基礎設施災情,電力停電,"120.493938,24.082196",120.493938,24.082196,彰化縣,和美鎮  ,彰化縣和美鎮彰草路172巷,停電,0,0,0,0,0,待處理,點,災情查報WEB,,198544.75,2664218.87,42642.41667
162662,2016-9-29 09:03,梅姬颱風,基礎設施災情,電力停電,"120.258701,22.726427",120.258701,22.726427,高雄市,梓官區  ,高雄市梓官區智蚵里中正路26號,高雄市梓官區智蚵里中正路26號一帶停電，冰存漁貨皆已損壞，請儘速復電,0,0,0,0,0,待處理,點,災情查報WEB,,173853.97,2514180.42,42642.41667
162663,2016-9-29 09:02,梅姬颱風,基礎設施災情,電力停電,"120.510884,24.152184",120.510884,24.152184,彰化縣,和美鎮  ,彰化縣和美鎮湖內里北安路與保北路151巷口,停電,0,0,0,0,0,待處理,點,災情查報WEB,,200294.85,2671964.04,42642.41667
162665,2016-9-29 08:58,梅姬颱風,基礎設施災情,電力停電,"120.257232,22.76254",120.257232,22.76254,高雄市,梓官區  ,高雄市梓官區信義路75巷158號,信義路75巷158號養雞場停電，因養雞場不能沒有電，請台電公司優先盡快復電。,0,0,0,0,0,待處理,點,災情查報WEB,,173723.11,2518180.18,42642.41667
162670,2016-9-29 08:50,梅姬颱風,基礎設施災情,電信停話,"120.359093493173,22.7054828678432",120.359093,22.705483,高雄市,仁武區  ,高雄市仁武區公館三巷6之50號,電話不通,0,0,0,0,0,待處理,點,災情查報WEB,,184156.57,2511813.13,42642.41667
162674,2016-9-29 08:43,梅姬颱風,基礎設施災情,電力停電,"120.213085,22.908896",120.213085,22.908896,高雄市,湖內區  ,高雄市湖內區中正路二段84號,整排停電,0,0,0,0,0,待處理,點,災情查報WEB,,169275.73,2534410.77,42642.41667
162675,2016-9-29 08:43,梅姬颱風,基礎設施災情,電力停電,"120.203663,22.909521",120.203663,22.909521,高雄市,湖內區  ,高雄市湖內區中正路二段480巷,全部停電,0,0,0,0,0,待處理,點,災情查報WEB,,168309.52,2534485.18,42642.41667
162676,2016-9-29 08:42,梅姬颱風,基礎設施災情,電力停電,"120.246739,22.737887",120.246739,22.737887,高雄市,梓官區  ,高雄市梓官區赤崁西路14巷1號,民眾通報梓赤高幹103電線桿爆炸，至今已2天沒電。,0,0,0,0,0,待處理,點,災情查報WEB,,172631.63,2515455.64,42642.41667
162679,2016-9-29 08:37,梅姬颱風,基礎設施災情,電力停電,"120.384944,22.745807",120.384944,22.745807,高雄市,大社區  ,高雄市大社區嘉誠里嘉新巷,嘉誠里侯景耀里長通報，本區嘉誠里嘉新巷、大社路近嘉誠里端、桶寮巷等區域約超過100戶，自9月27日起停電迄今仍未復電，台電停電查詢系統卻顯示大社區全區已恢復供電，明顯數據與實際不符，請台電公司儘速派員修繕並落實數據通報，以免產生民怨。,0,0,0,0,0,待處理,點,災情查報WEB,,186830.91,2516267.13,42642.41667
162681,2016-9-29 08:34,梅姬颱風,基礎設施災情,電力停電,"120.368949,22.71812",120.368949,22.71812,高雄市,大社區  ,高雄市大社區中里里鹽埕巷19-1號,民眾通報，本區中里里鹽埕巷一帶自9月27日起停電迄今仍未復電，台電停電查詢系統卻顯示大社區全區已恢復供電，明顯數據與實際不符，請台電公司儘速派員修繕並落實數據通報，以免產生民怨。,0,0,0,0,0,待處理,點,災情查報WEB,,185175.05,2513208.15,42642.41667
162682,2016-9-29 08:34,梅姬颱風,基礎設施災情,電力停電,"120.253361,22.741586",120.253361,22.741586,高雄市,梓官區  ,高雄市梓官區赤東里赤崁東路182巷,高雄市梓官區赤東里赤崁東路182巷、218巷一帶,0,0,0,0,0,待處理,點,災情查報WEB,,173313.88,2515861.81,42642.41667
162688,2016-9-29 08:21,梅姬颱風,基礎設施災情,電力停電,"120.566406,24.198499",120.566406,24.198499,臺中市,沙鹿區  ,臺中市沙鹿區自立路161號,自立路161號到179號及自立路155號至自立路159號等住戶停電,0,0,0,0,0,待處理,點,災情查報WEB,,205953.1,2677074.92,42642.41667
162695,2016-9-29 08:18,梅姬颱風,基礎設施災情,電力停電,"120.567521,24.255752",120.567521,24.255752,臺中市,沙鹿區  ,臺中市沙鹿區星海路7巷,里長通報沒電,0,0,0,0,0,待處理,點,災情查報WEB,,206086.01,2683415.49,42642.41667
162697,2016-9-29 08:17,梅姬颱風,基礎設施災情,電力停電,"120.254419,22.732756",120.254419,22.732756,高雄市,梓官區  ,高雄市梓官區通安路、光明路,蚵仔寮漁港一帶及通安路及光明路停電超過40小時，造成生活不便，請儘速處理,0,0,0,0,0,待處理,點,災情查報WEB,,173417.63,2514883.47,42642.41667
162709,2016-9-29 08:01,梅姬颱風,基礎設施災情,電力停電,"120.200209,22.909512",120.200209,22.909512,高雄市,湖內區  ,高雄市湖內區忠興里中正路二段,忠興里全里從9月27日到目前9月29日停電中,0,0,0,0,0,待處理,點,災情查報WEB,,167955.18,2534486.1,42642.41667
162712,2016-9-29 07:37,梅姬颱風,基礎設施災情,電力停電,"120.38476,22.687855",120.38476,22.687855,高雄市,鳥松區  ,高雄市鳥松區赤山湖3-1號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,186785.4,2509849.98,42642.41667
162713,2016-9-29 07:36,梅姬颱風,基礎設施災情,電力停電,"120.390921,22.65907",120.390921,22.65907,高雄市,鳥松區  ,高雄市鳥松區華美里金華街21號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,187405.38,2506659.93,42642.41667
162714,2016-9-29 07:35,梅姬颱風,基礎設施災情,電力停電,"120.398831,22.663654",120.398831,22.663654,高雄市,鳥松區  ,高雄市鳥松區華美里美山路384巷20-18號,停電，電表號碼：35-6928-70,0,0,0,0,0,待處理,點,災情查報WEB,,188220.36,2507164.22,42642.41667
162716,2016-9-29 07:34,梅姬颱風,基礎設施災情,電力停電,"120.390652,22.676402",120.390652,22.676402,高雄市,鳥松區  ,高雄市鳥松區大竹里長春路2-2號, 停電,0,0,0,0,0,待處理,點,災情查報WEB,,187385.6,2508579.26,42642.41667
162717,2016-9-29 07:32,梅姬颱風,基礎設施災情,電力停電,"120.363197,22.653859",120.363197,22.653859,高雄市,鳥松區  ,高雄市鳥松區鳥松里忠誠路41巷2弄30號,忠誠路41巷2弄30及32號2戶停電,0,0,0,0,0,待處理,點,災情查報WEB,,184553.65,2506094.84,42642.41667
162720,2016-9-29 07:26,梅姬颱風,基礎設施災情,電力停電,"120.488901,24.166006",120.488901,24.166006,彰化縣,伸港鄉  ,彰化縣伸港鄉中興路3段,停電,0,0,0,0,0,待處理,點,災情查報WEB,,198066.43,2673502.84,42642.41667
162721,2016-9-29 07:24,梅姬颱風,基礎設施災情,電力停電,"120.503568,24.14373",120.503568,24.14373,彰化縣,伸港鄉  ,彰化縣伸港鄉中華路958巷136弄33號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,199548.05,2671030.36,42642.41667
162725,2016-9-29 06:31,梅姬颱風,基礎設施災情,電力停電,"120.269201,22.864646",120.269201,22.864646,高雄市,路竹區  ,高雄市路竹區社東里東安路27號,東安路27號附近住戶停電,0,0,0,0,0,待處理,點,災情查報WEB,,175008.21,2529480.94,42642.41667
162731,2016-9-29 00:07,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷63號,協和里守信巷63號、65號公寓停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162732,2016-9-29 00:03,梅姬颱風,基礎設施災情,電力停電,"120.268636,22.864392",120.268636,22.864392,高雄市,路竹區  ,高雄市路竹區東安路24巷7-3號,民眾表示該戶電力微弱，無法將電捲門拉下。,0,0,0,0,0,待處理,點,災情查報WEB,,174950.09,2529453.1,42642.41667
162733,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷65.63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162734,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷65.63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162735,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷65.63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162736,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷65.63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162737,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162738,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162739,2016-9-28 23:58,梅姬颱風,基礎設施災情,電力停電,"120.280564,22.797001",120.280564,22.797001,高雄市,岡山區  ,高雄市岡山區協和里守信巷63號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,176137.78,2521984.42,42642.41667
162743,2016-9-28 23:52,梅姬颱風,基礎設施災情,電力停電,"120.62980465645586,24.239529494180154",120.629805,24.239529,臺中市,大雅區  ,台中市大雅區中清路四段887巷43號(停電), (停電),0,0,0,0,0,待處理,點,119消防署派遣系統,,212405.6,2681600.61,42642.41667
162744,2016-9-28 23:51,梅姬颱風,基礎設施災情,電力停電,"121.56063,24.95404",121.56063,24.95404,新北市,新店區  ,新店區北宜路二段266巷2號,新店區北宜路二段266巷2號，該處有大範圍停電，要求相關單位儘速前往處理，請相關單位妥處。,0,0,0,0,0,已處理,點,自建系統,,306611.61,2760803.82,42642.41667
162746,2016-9-28 23:08,梅姬颱風,基礎設施災情,電力停電,"120.627151,24.079308",120.627151,24.079308,臺中市,烏日區  ,臺中市烏日區慶光路99號至205號,已連續停電2天，請儘速派員修復供電,0,0,0,0,0,已處理,點,災情查報WEB,,212088.85,2663856.63,42642.41667
162749,2016-9-28 23:03,梅姬颱風,基礎設施災情,電力停電,"120.58998,23.979727",120.58998,23.979727,彰化縣,員林市  ,彰化縣員林市東南路,員林市東南路沿路停電,0,0,0,0,0,待處理,點,災情查報WEB,,208277.14,2652838.62,42642.41667
162758,2016-9-28 22:39,梅姬颱風,基礎設施災情,電力停電,"120.438047,24.05647",120.438047,24.05647,彰化縣,鹿港鎮  ,彰化縣鹿港鎮鹿東路富麗大鎮,鹿港鎮鹿東路富麗大鎮全區停電,0,0,0,0,0,待處理,點,災情查報WEB,,192850.36,2661391.29,42642.41667
162759,2016-9-28 22:37,梅姬颱風,基礎設施災情,電力停電,"120.498353,24.158269",120.498353,24.158269,彰化縣,伸港鄉  ,彰化縣伸港鄉定興村彰新路7段464,伸港鄉定興村彰新路7段464巷全興工業區旁停電,0,0,0,0,0,待處理,點,災情查報WEB,,199023.81,2672642.48,42642.41667
162760,2016-9-28 22:35,梅姬颱風,基礎設施災情,電力停電,"120.420404,23.956164",120.420404,23.956164,彰化縣,二林鎮  ,彰化縣二林鎮振興里,二林鎮振興里停電,0,0,0,0,0,待處理,點,災情查報WEB,,191010.34,2650289.58,42642.41667
162762,2016-9-28 22:29,梅姬颱風,基礎設施災情,電力停電,"120.651531,24.048537",120.651531,24.048537,臺中市,烏日區  ,臺中市烏日區溪南路3段418巷,溪南路3段418巷停電,0,0,0,0,0,已處理,點,災情查報WEB,,214559.37,2660442.4,42642.41667
162763,2016-9-28 22:28,梅姬颱風,基礎設施災情,電力停電,"120.457503,24.119672",120.457503,24.119672,彰化縣,線西鄉  ,彰化縣線西鄉沿海路1段779號左右100公尺,線西鄉沿海路1段779號左右100公尺停電,0,0,0,0,0,待處理,點,災情查報WEB,,194856.1,2668383.24,42642.41667
162764,2016-9-28 22:25,梅姬颱風,基礎設施災情,電力停電,"120.539696,24.100041",120.539696,24.100041,彰化縣,和美鎮  ,彰化縣和美鎮東谷路,和美鎮東谷路沿路,0,0,0,0,0,待處理,點,災情查報WEB,,203203.87,2666179.21,42642.41667
162765,2016-9-28 22:18,梅姬颱風,基礎設施災情,電力停電,"120.570683,24.254641",120.570683,24.254641,臺中市,沙鹿區  ,臺中市沙鹿區星河路206-5巷25.27.32.36,里長：鹿峰里星河路206-5巷電以來，但只有25.27.32.36四戶無電，以前都被漏掉。請盡速處理。,0,0,0,0,0,待處理,點,災情查報WEB,,206406.71,2683291.45,42642.41667
162768,2016-9-28 22:14,梅姬颱風,基礎設施災情,電力停電,"120.653277,24.258982",120.653277,24.258982,臺中市,神岡區  ,臺中市神岡區圳前里圳前路,臺中市神岡區圳前里圳前路26-35號及圳堵國小三民路附近,0,0,0,0,0,待處理,點,災情查報WEB,,214794.66,2683748.89,42642.41667
162771,2016-9-28 22:13,梅姬颱風,基礎設施災情,電力停電,"120.469269,23.675908",120.469269,23.675908,雲林縣,斗南鎮  ,雲林縣斗南鎮建國二路317號,雲林縣斗南鎮建國二路317號周遭區域仍停電中,0,0,0,0,0,處理中,點,災情查報WEB,,195867.69,2619232.3,42642.41667
162776,2016-9-28 21:56,梅姬颱風,基礎設施災情,電力停電,"120.269155,22.86542",120.269155,22.86542,高雄市,路竹區  ,高雄市路竹區社東里,社東里全里停電，尚未復電。,0,0,0,0,0,待處理,點,災情查報WEB,,175003.91,2529566.68,42642.41667
162778,2016-9-28 21:55,梅姬颱風,基礎設施災情,電力停電,"120.610356,24.118051",120.610356,24.118051,臺中市,烏日區  ,臺中市烏日區學田路312巷81弄33號,學田路312巷81弄33號附近約5戶停電,0,0,0,0,0,處理中,點,災情查報WEB,,210393.04,2668152.07,42642.41667
162779,2016-9-28 21:53,梅姬颱風,基礎設施災情,電力停電,"120.27308,22.870015",120.27308,22.870015,高雄市,路竹區  ,高雄市路竹區一甲路29號,電力停電,0,0,0,0,0,待處理,點,災情查報WEB,,175409.2,2530073.52,42642.41667
162780,2016-9-28 21:44,梅姬颱風,基礎設施災情,電力停電,"120.63325558308121,24.242227458137098",120.633256,24.242227,臺中市,大雅區  ,台中市大雅區和平路93號 停電, 停電,0,0,0,0,0,處理中,點,119消防署派遣系統,,212756.83,2681898.49,42642.41667
162782,2016-9-28 21:39,梅姬颱風,基礎設施災情,電力停電,"120.555408,24.002499",120.555408,24.002499,彰化縣,花壇鄉  ,彰化縣花壇鄉橋子頭段灣子口小段94~257號,大彰路(夜景餐廳)停電,0,0,0,0,0,待處理,點,災情查報WEB,,204767.07,2655371.27,42642.41667
162784,2016-9-28 21:31,梅姬颱風,基礎設施災情,電力停電,"120.610449,24.139371",120.610449,24.139371,臺中市,南屯區  ,臺中市南屯區義芳街88-2號,臺中市南屯區義芳街88-2號停電，簡月珍小姐tel:23809369,0,0,0,0,0,處理中,點,災情查報WEB,,210409.05,2670513.25,42642.41667
162786,2016-9-28 21:21,梅姬颱風,基礎設施災情,電力停電,"120.297168,22.725608",120.297168,22.725608,高雄市,楠梓區  ,高雄市楠梓區翠屏里德豐街公園,德豐街公園以南附近從昨天停電至今尚未復電,0,0,0,0,0,待處理,點,災情查報WEB,,177805,2514070.48,42642.41667
162787,2016-9-28 21:16,梅姬颱風,基礎設施災情,電力停電,"120.635777,24.144048",120.635777,24.144048,臺中市,南屯區  ,臺中市南屯區三厝街59號,臺中市南屯區三厝街59號停電,0,0,0,0,0,處理中,點,災情查報WEB,,212984.57,2671024.3,42642.41667
162788,2016-9-28 21:13,梅姬颱風,基礎設施災情,電力停電,"120.635602,24.141478",120.635602,24.141478,臺中市,南屯區  ,臺中市南屯區南屯路二段902號,臺中市南屯區南屯路二段902號停電,0,0,0,0,0,處理中,點,災情查報WEB,,212966.04,2670739.72,42642.41667
162791,2016-9-28 21:09,梅姬颱風,基礎設施災情,電力停電,"120.61474503988,24.1398076455536",120.614745,24.139808,臺中市,南屯區  ,臺中市南屯區文山東巷26號12弄,臺中市南屯區文山東巷12弄22號、26號、28號停電,0,0,0,0,0,處理中,點,災情查報WEB,,210845.8,2670560.4,42642.41667
162792,2016-9-28 21:08,梅姬颱風,基礎設施災情,電力停電,"120.55838453676573,24.252555285132498",120.558385,24.252555,臺中市,沙鹿區  ,台中市沙鹿區星美路60多號 整排沒電, 台中市沙鹿區星美路60多號 整排沒電,0,0,0,0,0,處理中,點,119消防署派遣系統,,205157.16,2683064.36,42642.41667
162795,2016-9-28 21:00,梅姬颱風,基礎設施災情,電力停電,"120.338381,22.881666",120.338381,22.881666,高雄市,阿蓮區  ,高雄市阿蓮區中正路172號,住戶停電,0,0,0,0,0,待處理,點,災情查報WEB,,182115.89,2531332.16,42642.41667
162796,2016-9-28 20:58,梅姬颱風,基礎設施災情,電力停電,"120.735195644751,24.2501477639722",120.735196,24.250148,臺中市,豐原區  ,臺中市豐原區鐮村一街5巷13號,停電已兩天,0,0,0,0,0,處理中,點,災情查報WEB,,223110.65,2682752.26,42642.41667
162798,2016-9-28 20:58,梅姬颱風,基礎設施災情,電力停電,"120.668873,24.235009",120.668873,24.235009,臺中市,大雅區  ,臺中市大雅區上楓里楓林街128號附近,大雅市區有供電，僅上楓里無電，令人感覺為次等公民，希望盡速復電。,0,0,0,0,0,處理中,點,災情查報WEB,,216371.95,2681089.99,42642.41667
162799,2016-9-28 20:57,梅姬颱風,基礎設施災情,電力停電,"120.478192133541,23.6771125997024",120.478192,23.677113,雲林縣,斗南鎮  ,雲林縣斗南鎮明昌里二重溝部落,斗南鎮明昌里二重溝部落仍停電狀態,0,0,0,0,0,處理中,點,災情查報WEB,,196778.32,2619362.33,42642.41667
162800,2016-9-28 20:56,梅姬颱風,基礎設施災情,自來水停水,"120.727928,24.154326",120.727928,24.154326,臺中市,太平區  ,臺中市太平區長安路281號,停水已一天，要求盡速修復,0,0,0,0,0,處理中,點,災情查報WEB,,222352,2672141.32,42642.41667
162801,2016-9-28 20:56,梅姬颱風,基礎設施災情,電力停電,"120.626279408128,24.1838579444945",120.626279,24.183858,臺中市,西屯區  ,臺中市西屯區西平南巷11之1號,停電長達24小時，民生用電尚未復電，路燈已恢復供電，撥打台電客服不通，建請協助。,0,0,0,0,0,處理中,點,災情查報WEB,,212031.1,2675435.85,42642.41667
162802,2016-9-28 20:56,梅姬颱風,基礎設施災情,電力停電,"120.612138,24.186533",120.612138,24.186533,臺中市,西屯區  ,臺中市西屯區福科路655巷1弄17號,西屯區福科路655巷1弄17號，附近住家停電，希望儘速修復並請台電人員與其聯繫  ,0,0,0,0,0,處理中,點,災情查報WEB,,210595.19,2675736.02,42642.41667
162803,2016-9-28 20:55,梅姬颱風,基礎設施災情,電力停電,"120.433479,23.679289",120.433479,23.679289,雲林縣,斗南鎮  ,雲林縣斗南鎮新崙路56號,斗南鎮新崙里新崙路整個部落仍停電狀態,0,0,0,0,0,處理中,點,災情查報WEB,,192218.67,2619620.77,42642.41667
162807,2016-9-28 20:54,梅姬颱風,基礎設施災情,電力停電,"120.626279408128,24.1838579444945",120.626279,24.183858,臺中市,西屯區  ,臺中市西屯區西墩北巷4之8號,傍晚已有復電一次，目前再度停電，希望儘速處理。 ,0,0,0,0,0,處理中,點,災情查報WEB,,212031.1,2675435.85,42642.41667
162809,2016-9-28 20:53,梅姬颱風,基礎設施災情,電力停電,"120.463984,23.67805",120.463984,23.67805,雲林縣,斗南鎮  ,雲林縣斗南鎮中興路238號,斗南鎮中興路238號到東明國中一帶仍停電狀態,0,0,0,0,0,處理中,點,災情查報WEB,,195329.52,2619471.53,42642.41667
162812,2016-9-28 20:51,梅姬颱風,基礎設施災情,電力停電,"120.470483,23.674515",120.470483,23.674515,雲林縣,斗南鎮  ,雲林縣斗南鎮明昌路111號,斗南鎮明昌路整條路仍停電狀態,0,0,0,0,0,處理中,點,災情查報WEB,,195990.94,2619077.57,42642.41667
162813,2016-9-28 20:49,梅姬颱風,基礎設施災情,電力停電,"120.556823,24.26588",120.556823,24.26588,臺中市,清水區  ,臺中市清水區鰲新路,附近大範圍停電，民眾表示於9月27日下午已通報台電，建請儘速復電。,0,0,0,0,0,處理中,點,災情查報WEB,,205003.29,2684540.61,42642.41667
162814,2016-9-28 20:49,梅姬颱風,基礎設施災情,電力停電,"120.562804,24.242828",120.562804,24.242828,臺中市,沙鹿區  ,臺中市沙鹿區福安街48巷,9月27日下午三點電箱掉落，尚未供電,0,0,0,0,0,處理中,點,災情查報WEB,,205602.55,2681985.61,42642.41667
162815,2016-9-28 20:48,梅姬颱風,基礎設施災情,電力停電,"120.332779,22.738126",120.332779,22.738126,高雄市,楠梓區  ,高雄市楠梓區清豐里土庫五路259號,清豐里土庫五路259號停電,0,0,0,0,0,待處理,點,災情查報WEB,,181469.33,2515439.76,42642.41667
162817,2016-9-28 20:47,梅姬颱風,基礎設施災情,電力停電,"120.611492,24.139449",120.611492,24.139449,臺中市,南屯區  ,臺中市南屯區永春路80巷12號,停電近兩天,0,0,0,0,0,處理中,點,災情查報WEB,,210515.08,2670521.59,42642.41667
162819,2016-9-28 20:46,梅姬颱風,基礎設施災情,電力停電,"120.579902,24.219202",120.579902,24.219202,臺中市,沙鹿區  ,臺中市沙鹿區台灣大道六段1083號,停電近兩天,0,0,0,0,0,處理中,點,災情查報WEB,,207331.01,2679363.64,42642.41667
162820,2016-9-28 20:46,梅姬颱風,基礎設施災情,電力停電,"120.723744,24.254326",120.723744,24.254326,臺中市,豐原區  ,臺中市豐原區中正路,中正路(豐原大道與大豐路五段)，附近部分已復電，但該區段仍無電可用,0,0,0,0,0,處理中,點,災情查報WEB,,221948.71,2683217.25,42642.41667
162822,2016-9-28 20:43,梅姬颱風,基礎設施災情,電力停電,"120.631985,24.183078",120.631985,24.183078,臺中市,西屯區  ,臺中市西屯區西屯路三段84之19號附近,無電可用，希望盡速修復,0,0,0,0,0,處理中,點,災情查報WEB,,212610.55,2675347.92,42642.41667
162823,2016-9-28 20:42,梅姬颱風,基礎設施災情,電力停電,"120.638348,24.18092",120.638348,24.18092,臺中市,西屯區  ,臺中市西屯區黎明路三段290巷,整條巷子皆無電可用，希望盡速修復,0,0,0,0,0,處理中,點,災情查報WEB,,213256.41,2675107.24,42642.41667
162824,2016-9-28 20:42,梅姬颱風,基礎設施災情,電力停電,"120.707517,24.244791",120.707517,24.244791,臺中市,豐原區  ,臺中市豐原區西勢路152巷,前後左右都有電，但此巷已第三天沒電,0,0,0,0,0,處理中,點,災情查報WEB,,220298.78,2682164.59,42642.41667
162826,2016-9-28 20:42,梅姬颱風,基礎設施災情,電力停電,"120.575251,24.242733",120.575251,24.242733,臺中市,沙鹿區  ,臺中市沙鹿區七賢路336號,已停電30幾小時,0,0,0,0,0,處理中,點,災情查報WEB,,206866.54,2681971.19,42642.41667
