NID,Time,EventName,DisasterType,DisasterSubType,Lon,Lat,C_Name,T_Name,situation
166068,2016-9-28 11:52,梅姬颱風,民生、基礎設施災情,電力停電,120.701787,24.189593,臺中市,潭子區  ,臺中市潭子區嘉興里莊里長通報榮興街、中山路、大通街等目前仍大規模停電(請台電公司處理)
166070,2016-9-28 11:52,梅姬颱風,民生、基礎設施災情,電力停電,120.650408,24.246453,臺中市,大雅區  ,"大林路321巷,350巷停電"
166071,2016-9-28 11:52,梅姬颱風,民生、基礎設施災情,電力停電,120.596201,24.144889,臺中市,南屯區  , 案發地址疑似弱勢團體(重要器官失去功能)登記地址
166078,2016-9-28 11:51,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.730049,25.137065,基隆市,安樂區  ,基隆市安樂區新西街2巷60之10號電線垂落
169026,2016-9-28 11:51,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5632,25.01464,臺北市,信義區  ,竹子與電纜線交纏
166080,2016-9-28 11:51,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423467主旨:高壓電線垂在半空中、電箱爆箱-楊梅區內文：(1999無email)民眾通報楊梅區裕成路170巷的路口 42支1，高壓電線冒出火花目前垂在半空中，已於0928 11：41通報110 協助做交通安全維護 。2.楊梅裕成路170巷8號，有一台電箱爆箱、.楊梅區裕成路170巷該區目前皆無電，已於11：42通報災變中心緊急連絡人小姐協助，煩請權責單位協助處理。
166081,2016-9-28 11:51,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5005,25.03868,臺北市,萬華區  ,現場有一條纜線垂落接近地面
166082,2016-9-28 11:51,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.714611,25.100193,基隆市,七堵區  ,電線掉落(崇禮高分5分3)
166092,2016-9-28 11:50,梅姬颱風,民生、基礎設施災情,自來水停水,121.516,25.0503,臺北市,大同區  ,上述路段頂樓的水塔漏水。
166100,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電力停電,120.697641,24.194437,臺中市,潭子區  ,從9月27下午兩點開始停電
166101,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電力停電,120.673658,24.250951,臺中市,神岡區  ,  9月28凌晨開始巷弄內整條停電
166102,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電力停電,120.327362,22.875511,高雄市,阿蓮區  ,南蓮里中山路257巷巷內兩側均停電 里幹事回報已復電
166105,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.72749,25.112261,基隆市,七堵區  ,長庚幹線40，電線掉落、垂落
166106,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電力停電,120.568466,24.222579,臺中市,沙鹿區  ,沒電請盡快復電
166110,2016-9-28 11:49,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.715979,25.10032,基隆市,七堵區  ,電線掉落(崇廉高分6)
166121,2016-9-28 11:48,梅姬颱風,民生、基礎設施災情,電力停電,120.62967,22.651607,屏東縣,瑪家鄉  ,"瑪家鄉佳義村停電,請派員處理"
166124,2016-9-28 11:47,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423466主旨:停電未復電內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映八德區溪錢街256巷7號，及附近住戶，自0927下午13點至現在0928，11點多還未復電，煩請權責俺單位協處
166128,2016-9-28 11:47,梅姬颱風,民生、基礎設施災情,電力停電,120.346084,22.877757,高雄市,阿蓮區  ,峰山里大埤3號及其附近約10多戶停電
166130,2016-9-28 11:47,梅姬颱風,民生、基礎設施災情,電力停電,120.294294,22.955499,臺南市,歸仁區  ,停電
166136,2016-9-28 11:46,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.213386,25.078641,桃園市,大園區  ,電桿線:后厝分線4l支12線路斷
169032,2016-9-28 11:46,梅姬颱風,民生、基礎設施災情,電力停電,121.5431,24.99739,臺北市,文山區  ,住戶停電
166140,2016-9-28 11:46,梅姬颱風,積淹水災情,道路積淹水,121.5325,24.99401,臺北市,文山區  ,房屋/道路淹水
166145,2016-9-28 11:45,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5214,25.06847,臺北市,大同區  ,路燈燈桿搖晃
166149,2016-9-28 11:45,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.71481,25.09925,基隆市,七堵區  ,電線掉落(重禮高分4)至路面
166151,2016-9-28 11:45,梅姬颱風,民生、基礎設施災情,電力停電,120.252608,22.732364,高雄市,梓官區  ,禮蚵里、智蚵里、信蚵里舊部落一帶停電
166165,2016-9-28 11:44,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5155,25.10682,臺北市,北投區  ,北投區文林北路77號(中正高中前)電線掉落，易危險
166168,2016-9-28 11:44,梅姬颱風,積淹水災情,地區積淹水,120.190759,23.041415,臺南市,安南區  ,已淹至腳踝處
166169,2016-9-28 11:44,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.607792,24.122139,臺中市,烏日區  ,"學田論子巷電桿斷掉,?跨路面,影響交通."
166171,2016-9-28 11:44,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.230403,25.100121,桃園市,大園區  ,沙崙里15鄰4之2?，電信桿歪斜
169035,2016-9-28 11:44,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5704,25.04565,臺北市,信義區  ,有不明纜線垂落
169036,2016-9-28 11:44,梅姬颱風,民生、基礎設施災情,變電所、電廠受災,121.5225,25.05226,臺北市,中山區  , 變電箱的門損壞
166180,2016-9-28 11:43,梅姬颱風,民生、基礎設施災情,電力停電,120.692634,24.113196,臺中市,大里區  ,住家及鄰近住戶皆停電
166184,2016-9-28 11:43,梅姬颱風,積淹水災情,房屋積淹水,120.188133,23.043312,臺南市,安南區  ,溪心里長來電ㄧ安吉路一段453號過去淹水
166186,2016-9-28 11:43,梅姬颱風,民生、基礎設施災情,電力停電,120.220565,23.06459,臺南市,安南區  ,停電18小時尚未修復
166187,2016-9-28 11:43,梅姬颱風,民生、基礎設施災情,電力停電,120.4366,23.707667,雲林縣,虎尾鎮  ,雲林縣虎尾鎮e世代游泳池旁廟口餐廳辦理婚宴，麻煩處理停電事宜
166198,2016-9-28 11:42,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423465主旨:停電未復電內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映觀音區新坡里整個里自9月27，下午兩點至9月28，11點多還未復電，煩請權責俺單位協處
169039,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5771,25.03609,臺北市,信義區  ,上只有一根電線桿斜，建請查處虎林街242巷與信義路六段15巷 交叉口 有1支店電線桿傾斜，建請查處
166200,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電力停電,120.186499,23.00331,臺南市,中西區  ,停電：5處(頂美三街20:28、西湖街19:21、湖美一街19:58、湖美二街19:58、武聖路21:38)
166201,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電力停電,120.233626,22.945225,臺南市,仁德區  ,市長臉書反映事項: 台南市仁德區保學路這一帶，從昨天下午5點，一直到現在仍然停電，但是鄰近的中正路卻沒有停電，我知道台電維修人員很辛苦，但這裡都只住嘉藥的學生，鄰近的商店都買不到手電筒，晚上幾乎全黑，伸手不見五指，很多房東都沒有加裝停電的緊急照明設備，學生上下樓摔傷很危險，希望能盡速恢復通電，謝謝
166202,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電力停電,120.429213,23.706898,雲林縣,虎尾鎮  ,停電
166209,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.607942,24.12117,臺中市,烏日區  ,"學田里論子巷水塔架頃倒,拉扯到電線"
166210,2016-9-28 11:41,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5177,25.03853,臺北市,中正區  ,電線掉落在空中約1公尺高度影響交通
166213,2016-9-28 11:40,梅姬颱風,積淹水災情,房屋地下室積水,120.366832,22.667152,高雄市,鳥松區  ,因鳥松圖書館四處漏水，造成隔壁衛生所地下室嚴重淹水，請鳥松圖書館人員盡速處理，並洽衛生所人員
166214,2016-9-28 11:40,梅姬颱風,民生、基礎設施災情,電力停電,121.17688,25.062814,桃園市,大園區  ,南港里大皇冠社區已22小時沒電，電力桿桿號田心分線125支1
166215,2016-9-28 11:40,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.05278,24.680142,新竹縣,北埔鄉  ,往冷泉方向竹37線鄰近山水屋有電線垂落
166218,2016-9-28 11:40,梅姬颱風,民生、基礎設施災情,電力停電,120.680876,24.208498,臺中市,潭子區  ,潭子區大富路一段68號停電(請台電公司處理)
166219,2016-9-28 11:40,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423464主旨:停電-楊梅區內文：(1999無email)民眾反映楊梅區民族路5段147巷3弄23號，從早上10點突然停電，要求通報，煩請相關單位協處。
166220,2016-9-28 11:40,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.506821,24.034208,彰化縣,秀水鄉  ,秀水國中旁仁愛街路樹掛在電線上
166226,2016-9-28 11:39,梅姬颱風,積淹水災情,地區積淹水,120.18409,23.039741,臺南市,安南區  ,易淹水地區-現又開始積淹水至腳踝
169041,2016-9-28 11:39,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5214,25.02292,臺北市,中正區  ,有一條電纜線懸空經過2樓牆壁，被風吹著一直撞及住家窗戶欄杆有一條電纜線懸空經過2樓牆壁，被風吹會敲打住家窗戶欄杆 
166227,2016-9-28 11:39,梅姬颱風,民生、基礎設施災情,電力停電,120.450808,22.878392,高雄市,旗山區  ,三協里天寮巷、大坑巷停電
166229,2016-9-28 11:39,梅姬颱風,民生、基礎設施災情,自來水停水,120.550397,24.288826,臺中市,清水區  ,停水及停電
166232,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電力停電,120.217284,23.028283,臺南市,安南區  ,民眾表示從9月27日晚上六點開始，已經陸續淹水進家4次，一直停電。整排住戶都是同樣的情況，請求協助。(表示水淹到小腿肚) 
166233,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電力停電,118.200909,24.310666,金門縣,烈嶼鄉  ,停電
169045,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5659,24.96926,臺北市,文山區  ,樹倒壓斷電線
166242,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電力停電,120.505512,24.087943,彰化縣,和美鎮  ,停電
169047,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.4997,25.03965,臺北市,萬華區  ,三水街110與125號間電線垂落 影響用路人安全
166245,2016-9-28 11:38,梅姬颱風,積淹水災情,地區積淹水,120.188874,23.0102,臺南市,北區   , 
166246,2016-9-28 11:38,梅姬颱風,積淹水災情,房屋積淹水,120.182331,22.998447,臺南市,安平區  ,2016/09/28 11:38:14 - 2503696民眾透過李文正議員陳情
166247,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電力停電,120.589836,24.382524,臺中市,大安區  ,停電許久，希望儘速修復復電。
166248,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.4964,25.03085,臺北市,萬華區  ,有三條纜線垂掛半空中，其中二條呈現U字形:有一條是路燈桿銜接行人號誌燈，一條是路燈桿銜接行車號誌燈。一條是警察局電纜線從路燈桿垂掛在臺電變電箱上面，擔心風吹打到用路人影響安全
166249,2016-9-28 11:38,梅姬颱風,民生、基礎設施災情,電力停電,120.546754,24.201765,臺中市,龍井區  ,附近住戶曾復電，但於28日凌晨約12點多聽到爆炸聲之後，就開始停電至今，請協處。
166253,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423462主旨:停電未復電內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映中壢區普義路85巷進去整條巷及中壢區永泰街86號至100號雙向，自0927下午14點開始停電，至今未復電，煩請權責俺單位協處
169048,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電力停電,121.5545,25.0005,臺北市,文山區  ,住戶停電，疑似電線桿的電線遭扯斷住戶停電從昨天23:00至今皆未復電上述地點於早上11點45分左右開始停電，市民希望相關單位予以修復，回復供電用戶11:55無電，請修復。上述地點住戶停電，請派員前往查明處理。約10分鐘前停電 上述地點從今天中午十二點半開始停電到現在，希望局處單位前往修復停電停電。整棟停電目前停電上述地點住戶停電，請派員前往查明處理。上述路段停電已逾五小時停電樹壓到電線導致線路鬆脫 所以從昨晚停電到現在，家中有老人家擔心害怕，請盡快協助復電
166257,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電力停電,120.47974,22.90531,高雄市,旗山區  ,永和里旗文路230-1號停電
166261,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.543134,24.268274,臺中市,清水區  ,  電線搖搖欲墜
166262,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電力停電,120.630387,24.274097,臺中市,清水區  ,從9月27下午兩點開始停電
166263,2016-9-28 11:37,梅姬颱風,民生、基礎設施災情,電力停電,121.175735,25.034363,桃園市,大園區  ,住宅停電，電號:04-67-4427-30-3
166267,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,121.5146,25.0896,桃園市,     ,案件編號:00423461主旨:通報停電 - 觀音區內文：(1999無email，不清楚可與民眾電話聯繫)民眾通報停電，地點在觀音區中觀路一段727號附近，民眾表示0928約早上6點左右停電，煩請相關單位協處。
166268,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,120.516981,22.659847,屏東縣,屏東市  ,1999轉報 上述地址附近一帶停電
166269,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,120.625348,24.112777,臺中市,南屯區  ,停電
166273,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.545281,24.020505,彰化縣,花壇鄉  ,2016/09/28 11:36:34 - 鐵皮掛在電線上面
166278,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,120.38354,23.077273,臺南市,山上區  ,平陽里停電
166284,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,120.593767,24.139426,臺中市,南屯區  ,中台路與建興路附近停電
166285,2016-9-28 11:36,梅姬颱風,民生、基礎設施災情,電力停電,120.664197,24.119917,臺中市,南區   ,樹義五巷137弄19號附近停電
166288,2016-9-28 11:35,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.23178,23.799851,雲林縣,麥寮鄉  ,電線掉落很可能會打到人，路燈編號015196北邊，行車交通非常危險
166291,2016-9-28 11:35,梅姬颱風,民生、基礎設施災情,電力停電,120.215355,23.053305,臺南市,安南區  ,從昨天停電，只剩63弄未復電
166292,2016-9-28 11:35,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.661813,24.151768,臺中市,西區   , 帆布卡在電線上
166294,2016-9-28 11:35,梅姬颱風,民生、基礎設施災情,電力停電,120.72443,24.116696,臺中市,太平區  ,太平區太平路上長億加油站至太平二十街，9／27下午15：00停電至今，未見電力公司人員維修，1911也撥不通。
166295,2016-9-28 11:35,梅姬颱風,民生、基礎設施災情,電力停電,120.683962,24.233051,臺中市,神岡區  , 社區停電，對面社區皆有電，建請修復
166306,2016-9-28 11:34,梅姬颱風,民生、基礎設施災情,電力停電,121.234414,24.822655,桃園市,龍潭區  ,停電
166313,2016-9-28 11:33,梅姬颱風,積淹水災情,房屋積淹水,120.181673,23.040398,臺南市,安南區  ,要求送沙包給她
166314,2016-9-28 11:33,梅姬颱風,民生、基礎設施災情,電力停電,120.375322,23.104562,臺南市,山上區  ,蚵?潭21-2號停電
166315,2016-9-28 11:33,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.195346,22.942936,臺南市,南區   ,福懋加油站後方農田電線被鐵皮割斷，電表號32787600
169051,2016-9-28 11:33,梅姬颱風,民生、基礎設施災情,電力停電,121.5352,25.15015,臺北市,北投區  ,停電已經2天 
166324,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.476778,22.882413,高雄市,旗山區  ,旗山區太平里樂和街9巷78號路燈電線吹落
166330,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,變電所、電廠受災,121.5887,25.0688,臺北市,內湖區  ,台電變電箱基座掀起
166331,2016-9-28 11:32,梅姬颱風,積淹水災情,地區積淹水,120.255208,23.015574,臺南市,永康區  ,昨天淹水已退.現又開始積淹水.能否馬上抽水
166334,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5687,25.04469,臺北市,信義區  ,不明纜線垂落
166336,2016-9-28 11:32,梅姬颱風,積淹水災情,房屋積淹水,120.177193,23.066817,臺南市,安南區  ,淹水40公分
166339,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,自來水停水,121.5285,25.04869,臺北市,中山區  ,停水，希望盡速處理
166341,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,電力停電,121.353335,24.718079,桃園市,復興區  , 
166345,2016-9-28 11:32,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.234337,24.835257,桃園市,龍潭區  ,電線掉落
166352,2016-9-28 11:31,梅姬颱風,民生、基礎設施災情,電力停電,120.701773,24.145033,臺中市,東區   ,停電
166354,2016-9-28 11:31,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.320816,23.313331,臺南市,新營區  ,電線垂落
166355,2016-9-28 11:31,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.226531,23.592291,雲林縣,水林鄉  ,雲153縣道往灣西村後湖社區碧雲寺路上電力線燃燒及電信線掉落
166358,2016-9-28 11:30,梅姬颱風,民生、基礎設施災情,電力停電,121.245842,25.106427,桃園市,大園區  ,海口里，電桿號:南圍幹202支
166360,2016-9-28 11:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.355446,22.675873,高雄市,仁武區  ,電線走火正在冒煙
166362,2016-9-28 11:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.231088,24.84056,桃園市,龍潭區  ,電線掉落
166363,2016-9-28 11:30,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.468507,22.856964,高雄市,旗山區  ,旗山區上洲里旗南二路2號高壓電線掉落
166365,2016-9-28 11:30,梅姬颱風,民生、基礎設施災情,電力停電,120.599179,24.351464,臺中市,大安區  , 停電
166373,2016-9-28 11:29,梅姬颱風,積淹水災情,道路積淹水,120.466977,22.837525,高雄市,旗山區  ,積水到腰部
166374,2016-9-28 11:29,梅姬颱風,民生、基礎設施災情,電力停電,120.464987,23.779389,雲林縣,西螺鎮  ,家有中風老人急需電力
166377,2016-9-28 11:29,梅姬颱風,民生、基礎設施災情,電力停電,120.652527,24.244271,臺中市,大雅區  ,"大林路292巷,291巷,211巷,212巷,271巷,140巷,241巷停電 神林路49巷,540巷停電"
166380,2016-9-28 11:29,梅姬颱風,民生、基礎設施災情,電力停電,120.228331,23.004554,臺南市,北區   ,1999謝小姐
166381,2016-9-28 11:28,梅姬颱風,道路、隧道災情,邊坡坍方,120.630614,23.547448,嘉義縣,梅山鄉  ,阻斷竹坑溪步道通行
166382,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電力停電,120.483556,22.9034,高雄市,旗山區  ,旗山區永和里旗甲路一段215巷停電
166383,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.26398,22.994018,臺南市,仁德區  ,?皮掉落壓到電線
166385,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.629282,24.083945,臺中市,烏日區  ,東園溪南路一段18巷路燈(20392)旁電線掉落，車輛經過會卡到
166387,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.208846,24.846533,桃園市,龍潭區  ,電線下垂
166388,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5421,25.05244,臺北市,中山區  ,有一纜線垂落，橫越車道，離地面不到兩公尺，影響通行
166389,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電力停電,120.567148,24.211498,臺中市,沙鹿區  ,停電
166390,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電力停電,121.248329,25.104468,桃園市,大園區  ,海口里12鄰，電桿號:海湖分線178
166392,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電力停電,120.270436,23.556816,雲林縣,水林鄉  ,水林鄉溪墘村湖子內11鄰33之60號電力停電未復
166397,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.725602,25.101946,基隆市,暖暖區  ,基隆市暖暖區八堵路185巷61號旁電線垂落
166398,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.71559,25.10021,基隆市,七堵區  ,電線(崇廉高分7-8)掉落
166400,2016-9-28 11:28,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.724516,24.116222,臺中市,太平區  , 電線杆起火   
166401,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電力停電,121.526,25.08854,臺北市,士林區  ,上述地點住戶停電，請派員前往查明處理。
166402,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電力停電,121.5919,25.03775,臺北市,南港區  ,住家停電
166406,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.622426,24.081895,臺中市,烏日區  ,東園溪南路一段506巷466號前電線掉落
169055,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,變電所、電廠受災,121.5841,25.03956,臺北市,信義區  ,台電分電箱傾倒
166411,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電力停電,120.668332,24.178107,臺中市,西屯區  , 停電
166413,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.198231,24.81562,桃園市,龍潭區  ,高壓電線掉落
166414,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電力停電,120.691127,24.106238,臺中市,大里區  ,表示自9月27開始反覆停、復電造成民生用電困擾，現又停電
166415,2016-9-28 11:27,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.635904,24.139413,臺中市,南屯區  ,文昌街226巷35號電線掉落，請盡速修復。
166418,2016-9-28 11:26,梅姬颱風,民生、基礎設施災情,自來水停水,120.57372,24.22563,臺中市,沙鹿區  , 停水及停電
166419,2016-9-28 11:26,梅姬颱風,民生、基礎設施災情,電力停電,120.614753,24.153352,臺中市,南屯區  ,南屯區五權西路三段85號周邊(往工業區方向)，已一天無電可用，建請儘速修復供電。 9月28日18點10分進線表示對面有電，陳情人家中沒電，要求盡速修復。
169057,2016-9-28 11:26,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5986,24.96913,臺北市,文山區  ,電桿標示牌倒塌
166436,2016-9-28 11:25,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.302941,23.567924,雲林縣,北港鎮  ,"義民里往義民街19號圍牆上有鐵片壓倒台電電線,情況危險,請派員處理"
166437,2016-9-28 11:25,梅姬颱風,民生、基礎設施災情,電力停電,120.372287,23.683719,雲林縣,土庫鎮  ,停電
166439,2016-9-28 11:25,梅姬颱風,積淹水災情,道路積淹水,120.229686,22.939249,臺南市,仁德區  ,往石鼓函洞積水
166449,2016-9-28 11:25,梅姬颱風,積淹水災情,地區積淹水,120.180613,22.931078,臺南市,南區   ,已淹水約15公分
166452,2016-9-28 11:25,梅姬颱風,積淹水災情,地區積淹水,120.207115,23.001667,臺南市,北區   , 
166455,2016-9-28 11:25,梅姬颱風,積淹水災情,房屋積淹水,120.185251,22.926128,臺南市,南區   , 
166456,2016-9-28 11:25,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.724973,25.101632,基隆市,暖暖區  ,基隆市暖暖區八堵路185巷50號前鐵路隔音板剝落
166472,2016-9-28 11:24,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.725091,25.101662,基隆市,暖暖區  ,基隆市暖暖區八堵路185巷54號對面電線垂落
166474,2016-9-28 11:23,梅姬颱風,積淹水災情,地區積淹水,120.19356,23.016436,臺南市,北區   ,大雨來已開始淹水
169060,2016-9-28 11:23,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5348,25.03519,臺北市,大安區  ,一條電纜線部分垂掛在牆壁上，一部分掉落在路面上，擔心晚上視線不良會影響行人通行。電線掉落一根不明電線垂掛在路面上，離地約50cm左右
166481,2016-9-28 11:23,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.287908,22.586579,高雄市,旗津區  ,北汕巷12-9及12-10號與旗津二路交界處電線掉落
166488,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,電力停電,120.227843,23.001911,臺南市,北區   ,整棟大樓停電
169062,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5659,24.96926,臺北市,文山區  ,中華電信電線桿傾倒壓毀民宅(市民要求請務必與通報人聯繫)
166492,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,電力停電,120.365904,22.7393,高雄市,大社區  ,民眾通報，本區保安里大社路365-1號廠區自9月27日起停電，影響該公司運作甚鉅，損失高達數十萬以上，請台電公司儘速派員搶修。
166494,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.728308,25.107493,基隆市,暖暖區  ,基隆市暖暖區八堵路159號對面電線垂落
166497,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,自來水停水,120.544588,24.266849,臺中市,清水區  ,停電24小時，剛復電，卻停水
166498,2016-9-28 11:22,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.5878,25.03897,臺北市,南港區  ,樹枝掉落掛在電線
166502,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.627532,24.229726,臺中市,大雅區  ,電桿傾倒
166503,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電力停電,120.664538,24.191972,臺中市,北屯區  ,27日中午開始停電，建請修復 民眾再次來電表示尚未復電，影響鐵門及冰箱運作，建請儘速復電。
166504,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.726271,25.103069,基隆市,暖暖區  ,基隆市暖暖區八堵路185巷口電線垂落
166505,2016-9-28 11:21,梅姬颱風,積淹水災情,地下道積水,121.524496,23.891645,花蓮縣,壽豐鄉  ,鐵路地下道淹水
166507,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電力停電,120.564025,24.254712,臺中市,沙鹿區  ,此區沒電，但周遭都復電了
169063,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電力停電,121.5679,24.97566,臺北市,文山區  ,從28日早上停電到現在，鐵門因停電無法出入
166513,2016-9-28 11:21,梅姬颱風,民生、基礎設施災情,電力停電,120.678585,24.219547,臺中市,潭子區  ,潭子區大富里民族路二段1巷2弄10號停電(請台電公司處理) 
166518,2016-9-28 11:20,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.223924,22.973761,臺南市,東區   , 
166521,2016-9-28 11:20,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,121.708528,25.084122,基隆市,七堵區  ,泰安產業道路電桿(號碼:草濫高分74)台電電桿上變壓器掉落
166524,2016-9-28 11:20,梅姬颱風,民生、基礎設施災情,電力停電,120.357267,22.729029,高雄市,大社區  ,大社國中通報，該校自9月28日停電，為免該校9月29日上課無電可用，請台電公司儘速搶修。
166527,2016-9-28 11:20,梅姬颱風,民生、基礎設施災情,電線（桿）毀損,120.473833,23.782613,雲林縣,西螺鎮  ,市場南路近台1線中華電信電桿倒塌多根 請中華電信派員協助移除
